,level_0,index,grid_index,OPCINA,Mjesna_zaj,WKT,area,Gross_floor_A_heated_m2,total_heat_demand_kWh_realni_2021_schedule,CO2_emissions_realni_2021_schedule,PM2.5_emissions_realni_2021_schedule,NOx_emissions_realni_2021_schedule,SO2_emissions_realni_2021_schedule,total_heat_demand_MWh_realni_2021_schedule,total_heat_demand_kWh/m2_realni_2021_schedule
1786,1786,1786,65077,ILIDŽA,Lužani,"POLYGON ((2036591.7263781778 5438995.850859159, 2036591.7263781778 5439195.850859159, 2036791.7263781778 5439195.850859159, 2036791.7263781778 5438995.850859159, 2036591.7263781778 5438995.850859159))",40000.0,3653.7875081979,350453.7296098596,0.04959052351084717,0.0006486684048889462,0.000149369726281591,6.997518737000559e-05,350.4537296098595,95.91519179031523
1787,1787,1787,65078,ILIDŽA,Lužani,"POLYGON ((2036791.7263781778 5438995.850859159, 2036791.7263781778 5439195.850859159, 2036991.7263781778 5439195.850859159, 2036991.7263781778 5438995.850859159, 2036791.7263781778 5438995.850859159))",40000.0,4169.133127764593,516009.08398230094,0.17004031028823077,3.7693891162473804e-06,0.00021047313346563847,0.00014723937617843147,516.0090839823009,123.76891506435891
1788,1788,1788,65079,ILIDŽA,Lužani,"POLYGON ((2036991.7263781778 5438995.850859159, 2036991.7263781778 5439195.850859159, 2037191.7263781778 5439195.850859159, 2037191.7263781778 5438995.850859159, 2036991.7263781778 5438995.850859159))",40000.0,21598.611478442243,2502039.587198477,0.9509336284364095,0.0005726193525720218,0.001293485402408635,0.0019391041323770692,2502.0395871984765,115.8426128316528
1789,1789,1789,65080,ILIDŽA,Lužani,"POLYGON ((2037191.7263781778 5438995.850859159, 2037191.7263781778 5439195.850859159, 2037391.7263781778 5439195.850859159, 2037391.7263781778 5438995.850859159, 2037191.7263781778 5438995.850859159))",40000.0,45230.69159091663,3062152.817710125,1.184966147961155,0.00034089825253871066,0.0015576475140657295,0.0021866773869720644,3062.1528177101245,67.7007737446375
1790,1790,1790,65081,ILIDŽA,Lužani,"POLYGON ((2037391.7263781778 5438995.850859159, 2037391.7263781778 5439195.850859159, 2037591.7263781778 5439195.850859159, 2037591.7263781778 5438995.850859159, 2037391.7263781778 5438995.850859159))",40000.0,26396.550417636914,1602977.8998176595,0.646249332884665,2.401941005662202e-05,0.00082823508512277,0.0011115846328659071,1602.9778998176594,60.72679476885837
1791,1791,1791,65082,ILIDŽA,Lužani,"POLYGON ((2037591.7263781778 5438995.850859159, 2037591.7263781778 5439195.850859159, 2037791.7263781778 5439195.850859159, 2037791.7263781778 5438995.850859159, 2037591.7263781778 5438995.850859159))",40000.0,689.5992140183874,140943.7631547516,0.0580356671813683,2.2384978642573554e-06,7.461666456532515e-05,0.00010446337184550322,140.9437631547516,204.38504030979576
1792,1792,1792,65083,ILIDŽA,Ilidža Centar,"POLYGON ((2037791.7263781778 5438995.850859159, 2037791.7263781778 5439195.850859159, 2037991.7263781778 5439195.850859159, 2037991.7263781778 5438995.850859159, 2037791.7263781778 5438995.850859159))",40000.0,26857.46169293402,1710362.2144737877,0.4975313659454157,0.00013630730839525457,0.0006207570247075982,0.00018883945208296858,1710.3622144737876,63.68294346013235
1793,1793,1793,65084,ILIDŽA,Ilidža Centar,"POLYGON ((2037991.7263781778 5438995.850859159, 2037991.7263781778 5439195.850859159, 2038191.7263781778 5439195.850859159, 2038191.7263781778 5438995.850859159, 2037991.7263781778 5438995.850859159))",40000.0,52199.99533287101,7637913.853276745,2.194341657061848,2.2148461114580196e-05,0.002638720305851493,0.00039137707327766436,7637.913853276746,146.3202018423755
1794,1794,1794,65085,ILIDŽA,Butmir,"POLYGON ((2038191.7263781778 5438995.850859159, 2038191.7263781778 5439195.850859159, 2038391.7263781778 5439195.850859159, 2038391.7263781778 5438995.850859159, 2038191.7263781778 5438995.850859159))",40000.0,33446.516436376485,11237047.41587919,4.550248598302093,0.00017046170254179956,0.005835529102451211,0.007903028495659666,11237.04741587919,335.97063650125784
1795,1795,1795,65086,ILIDŽA,Butmir,"POLYGON ((2038391.7263781778 5438995.850859159, 2038391.7263781778 5439195.850859159, 2038591.7263781778 5439195.850859159, 2038591.7263781778 5438995.850859159, 2038391.7263781778 5438995.850859159))",40000.0,16448.302075367756,1777182.7326226875,0.7317811251975772,2.8225582050076117e-05,0.0009408536061705434,0.0013171955713395646,1777.1827326226874,108.04657675178018
1796,1796,1796,65087,ILIDŽA,Butmir,"POLYGON ((2038591.7263781778 5438995.850859159, 2038591.7263781778 5439195.850859159, 2038791.7263781778 5439195.850859159, 2038791.7263781778 5438995.850859159, 2038591.7263781778 5438995.850859159))",40000.0,6141.180913003363,1014378.8130567224,0.41768539361159157,1.611057315166367e-05,0.0005370196022999718,0.0007518277415666703,1014.3788130567224,165.17650716149274
1797,1797,1797,65088,ILIDŽA,Butmir,"POLYGON ((2038791.7263781778 5438995.850859159, 2038791.7263781778 5439195.850859159, 2038991.7263781778 5439195.850859159, 2038991.7263781778 5438995.850859159, 2038791.7263781778 5438995.850859159))",40000.0,1968.9324457625426,364515.5209255626,0.15009462626346698,5.789310550652917e-06,0.0001929771970391761,0.00027016818306529393,364.5155209255626,185.13358429846502
1798,1798,1798,65092,ILIDŽA,Stup II,"POLYGON ((2039591.7263781778 5438995.850859159, 2039591.7263781778 5439195.850859159, 2039791.7263781778 5439195.850859159, 2039791.7263781778 5438995.850859159, 2039591.7263781778 5438995.850859159))",40000.0,3173.484016579576,267238.7031538812,0.02691662966825773,0.0004506975052667229,9.409665712901875e-05,0.0001362649866610235,267.2387031538812,84.20987840421351
1799,1799,1799,65093,ILIDŽA,Stup II,"POLYGON ((2039791.7263781778 5438995.850859159, 2039791.7263781778 5439195.850859159, 2039991.7263781778 5439195.850859159, 2039991.7263781778 5438995.850859159, 2039791.7263781778 5438995.850859159))",40000.0,7279.972745358131,793135.5589339207,0.12474989825421791,0.0013383963220144645,0.0003367203666292386,0.0008190057738035102,793.1355589339207,108.9476000359536
1800,1800,1800,65094,ILIDŽA,Stup II,"POLYGON ((2039991.7263781778 5438995.850859159, 2039991.7263781778 5439195.850859159, 2040191.7263781778 5439195.850859159, 2040191.7263781778 5438995.850859159, 2039991.7263781778 5438995.850859159))",40000.0,11511.691096054454,1244736.7429095965,0.20946256809468888,0.0022188783075503564,0.0005616165011024688,0.0013822466004459026,1244.7367429095964,108.12805282242336
1801,1801,1801,65095,ILIDŽA,Stup II,"POLYGON ((2040191.7263781778 5438995.850859159, 2040191.7263781778 5439195.850859159, 2040391.7263781778 5439195.850859159, 2040391.7263781778 5438995.850859159, 2040191.7263781778 5438995.850859159))",40000.0,6927.53273635915,792317.345098953,0.1493617575801736,0.0015516300539617411,0.0003964215447122189,0.000993281520455312,792.3173450989531,114.3722267728128
1802,1802,1802,65096,ILIDŽA,Stup II,"POLYGON ((2040391.7263781778 5438995.850859159, 2040391.7263781778 5439195.850859159, 2040591.7263781778 5439195.850859159, 2040591.7263781778 5438995.850859159, 2040391.7263781778 5438995.850859159))",40000.0,3388.942752165017,420416.24798291083,0.11444420275007527,0.0005151853172981282,0.00021452200356541107,0.0009293669255908363,420.4162479829109,124.05528175839768
1803,1803,1803,65097,ILIDŽA,Stup II,"POLYGON ((2040591.7263781778 5438995.850859159, 2040591.7263781778 5439195.850859159, 2040791.7263781778 5439195.850859159, 2040791.7263781778 5438995.850859159, 2040591.7263781778 5438995.850859159))",40000.0,4643.299022925512,420285.0826757013,0.14552285410537047,0.0006753614592918515,0.0002754626815520655,0.0011766834215860577,420.2850826757013,90.51432625825174
1804,1804,1804,65098,NOVI GRAD,Dobrinja A,"POLYGON ((2040791.7263781778 5438995.850859159, 2040791.7263781778 5439195.850859159, 2040991.7263781778 5439195.850859159, 2040991.7263781778 5438995.850859159, 2040791.7263781778 5438995.850859159))",40000.0,7811.914847904307,945538.8821919506,0.34286125378190047,0.000330602195635878,0.0004828292050928376,0.0006076807674509334,945.5388821919506,121.03804260559869
1805,1805,1805,65099,NOVI GRAD,Dobrinja A,"POLYGON ((2040991.7263781778 5438995.850859159, 2040991.7263781778 5439195.850859159, 2041191.7263781778 5439195.850859159, 2041191.7263781778 5438995.850859159, 2040991.7263781778 5438995.850859159))",40000.0,9136.203212987866,931530.7499350677,0.3502659033977229,0.00033399803337143643,0.0004927129596498073,0.0007754403166172849,931.5307499350677,101.96037984474995
1806,1806,1806,65100,NOVI GRAD,Dobrinja A,"POLYGON ((2041191.7263781778 5438995.850859159, 2041191.7263781778 5439195.850859159, 2041391.7263781778 5439195.850859159, 2041391.7263781778 5438995.850859159, 2041191.7263781778 5438995.850859159))",40000.0,16925.618702148542,1663754.7791371513,0.6620725415513734,0.00020996651582613922,0.0008755263489574739,0.0015574433662889243,1663.7547791371512,98.29801843083904
1807,1807,1807,65101,NOVI GRAD,Dobrinja A,"POLYGON ((2041391.7263781778 5438995.850859159, 2041391.7263781778 5439195.850859159, 2041591.7263781778 5439195.850859159, 2041591.7263781778 5438995.850859159, 2041391.7263781778 5438995.850859159))",40000.0,23547.697932052848,2294400.5138137667,0.9399284917287358,6.919931881100388e-05,0.0012128303824558238,0.0016908753892122483,2294.400513813767,97.43629803789251
1808,1808,1808,65102,NOVI GRAD,Dobrinja A,"POLYGON ((2041591.7263781778 5438995.850859159, 2041591.7263781778 5439195.850859159, 2041791.7263781778 5439195.850859159, 2041791.7263781778 5438995.850859159, 2041591.7263781778 5438995.850859159))",40000.0,12620.52981900717,1454579.0744287148,0.4698860222506391,0.000950799726718564,0.0007275355984323815,0.0010002584051848954,1454.5790744287149,115.2549928797794
1809,1809,1809,65103,NOVI GRAD,Dobrinja A,"POLYGON ((2041791.7263781778 5438995.850859159, 2041791.7263781778 5439195.850859159, 2041991.7263781778 5439195.850859159, 2041991.7263781778 5438995.850859159, 2041791.7263781778 5438995.850859159))",40000.0,16181.548188230363,1677623.709793336,0.5211198130710928,0.00042274170156476106,0.0006932318552594052,0.0012162930864395543,1677.6237097933358,103.67510514312558
1810,1810,1810,65104,NOVI GRAD,Dobrinja D,"POLYGON ((2041991.7263781778 5438995.850859159, 2041991.7263781778 5439195.850859159, 2042191.7263781778 5439195.850859159, 2042191.7263781778 5438995.850859159, 2041991.7263781778 5438995.850859159))",40000.0,35844.361209054085,2066548.1465652655,0.5769916774469933,4.248730670669794e-06,0.0006892375402259771,1.3218249884844309e-05,2066.548146565265,57.65336797362892
1811,1811,1811,65105,NOVI GRAD,Dobrinja D,"POLYGON ((2042191.7263781778 5438995.850859159, 2042191.7263781778 5439195.850859159, 2042391.7263781778 5439195.850859159, 2042391.7263781778 5438995.850859159, 2042191.7263781778 5438995.850859159))",40000.0,22827.47152896047,1902956.9456309734,0.6495244486211005,1.624181755584501e-05,0.0008093559983989908,0.0006673996298167162,1902.9569456309735,83.36258105575793
1812,1812,1812,65106,NOVI GRAD,Dobrinja D,"POLYGON ((2042391.7263781778 5438995.850859159, 2042391.7263781778 5439195.850859159, 2042591.7263781778 5439195.850859159, 2042591.7263781778 5438995.850859159, 2042391.7263781778 5438995.850859159))",40000.0,11796.190551333957,1132851.1793872872,0.3162983177425004,2.3290914170894238e-06,0.0003778298423004255,7.246049406770418e-06,1132.8511793872872,96.03534077017603
1813,1813,1813,65107,NOVI GRAD,Dobrinja D,"POLYGON ((2042591.7263781778 5438995.850859159, 2042591.7263781778 5439195.850859159, 2042791.7263781778 5439195.850859159, 2042791.7263781778 5438995.850859159, 2042591.7263781778 5438995.850859159))",40000.0,9030.101146577254,802081.5991013425,0.22394562066412255,1.6490439364530541e-06,0.0002675111873604094,5.1303498651015954e-06,802.0815991013426,88.82310243062575
1814,1814,1814,65108,NOVI GRAD,Dobrinja C,"POLYGON ((2042791.7263781778 5438995.850859159, 2042791.7263781778 5439195.850859159, 2042991.7263781778 5439195.850859159, 2042991.7263781778 5438995.850859159, 2042791.7263781778 5438995.850859159))",40000.0,17468.414048906543,1433433.4559556062,0.47523187805086226,1.0770733882850197e-05,0.000588923654008962,0.0004249446744856896,1433.433455955606,82.05859169254886
1815,1815,1815,65109,NOVI GRAD,Dobrinja C,"POLYGON ((2042991.7263781778 5438995.850859159, 2042991.7263781778 5439195.850859159, 2043191.7263781778 5439195.850859159, 2043191.7263781778 5438995.850859159, 2042991.7263781778 5438995.850859159))",40000.0,40563.71598555421,3956538.879599531,1.6291630680703952,6.283856506733378e-05,0.0020946207750576354,0.0029324702487685964,3956.5388795995314,97.5388665330503
1816,1816,1816,65110,NOVI GRAD,Dobrinja C,"POLYGON ((2043191.7263781778 5438995.850859159, 2043191.7263781778 5439195.850859159, 2043391.7263781778 5439195.850859159, 2043391.7263781778 5438995.850859159, 2043191.7263781778 5438995.850859159))",40000.0,13339.162183515615,1006485.9500215827,0.2810164464810561,2.0692901506129366e-06,0.0003356843641014936,6.437780225484834e-06,1006.4859500215828,75.45346073274277
1817,1817,1817,65165,STARI GRAD,Širokača,"POLYGON ((2054191.7263781778 5438995.850859159, 2054191.7263781778 5439195.850859159, 2054391.7263781778 5439195.850859159, 2054391.7263781778 5438995.850859159, 2054191.7263781778 5438995.850859159))",40000.0,74.87513610961928,23438.431590513675,0.014575159140319429,2.8504047845892697e-05,2.240615579248105e-05,0.00012763009908242515,23.438431590513677,313.03357574134037
1818,1818,1818,65330,HADŽIĆI,Mokrine,"POLYGON ((2017391.7263781778 5439195.850859159, 2017391.7263781778 5439395.850859159, 2017591.7263781778 5439395.850859159, 2017591.7263781778 5439195.850859159, 2017391.7263781778 5439195.850859159))",40000.0,421.0085225692012,70525.94146800085,0.02904009354564741,1.1201075224415621e-06,3.733695198625867e-05,5.227175352368611e-05,70.52594146800085,167.5166598472089
1819,1819,1819,65355,HADŽIĆI,Drozgometva,"POLYGON ((2022391.7263781778 5439195.850859159, 2022391.7263781778 5439395.850859159, 2022591.7263781778 5439395.850859159, 2022591.7263781778 5439195.850859159, 2022391.7263781778 5439195.850859159))",40000.0,888.7674954667867,160316.7323821886,0.02632999341379213,0.0002614380939312007,6.828154519185782e-05,0.00017811873167569042,160.3167323821886,180.38095812447457
1820,1820,1820,65356,HADŽIĆI,Drozgometva,"POLYGON ((2022591.7263781778 5439195.850859159, 2022591.7263781778 5439395.850859159, 2022791.7263781778 5439395.850859159, 2022791.7263781778 5439195.850859159, 2022591.7263781778 5439195.850859159))",40000.0,3239.7638151460196,582344.7136634254,0.1495906249592768,0.0010324772933826502,0.0003279583034839977,0.0011250826897579527,582.3447136634254,179.74912582853776
1821,1821,1821,65357,HADŽIĆI,Drozgometva,"POLYGON ((2022791.7263781778 5439195.850859159, 2022791.7263781778 5439395.850859159, 2022991.7263781778 5439395.850859159, 2022991.7263781778 5439195.850859159, 2022791.7263781778 5439195.850859159))",40000.0,1498.8759307147488,191185.50160053317,0.03659448932231516,0.0003501012956995458,9.314485602368006e-05,0.0002508679698280025,191.18550160053317,127.55258636341242
1822,1822,1822,65358,HADŽIĆI,Drozgometva,"POLYGON ((2022991.7263781778 5439195.850859159, 2022991.7263781778 5439395.850859159, 2023191.7263781778 5439395.850859159, 2023191.7263781778 5439195.850859159, 2022991.7263781778 5439195.850859159))",40000.0,1951.0466598873231,344233.39767431834,0.0885842299043588,0.0005882174830065542,0.0001911380055719356,0.0006720423953923279,344.2333976743183,176.43524614331804
1823,1823,1823,65359,HADŽIĆI,Drozgometva,"POLYGON ((2023191.7263781778 5439195.850859159, 2023191.7263781778 5439395.850859159, 2023391.7263781778 5439395.850859159, 2023391.7263781778 5439195.850859159, 2023191.7263781778 5439195.850859159))",40000.0,1625.0941772325364,239444.19689555524,0.08054997183214446,0.00036408904266467215,0.0001512236026350124,0.0005290240595927564,239.44419689555525,147.34173578993318
1824,1824,1824,65360,HADŽIĆI,Drozgometva,"POLYGON ((2023391.7263781778 5439195.850859159, 2023391.7263781778 5439395.850859159, 2023591.7263781778 5439395.850859159, 2023591.7263781778 5439195.850859159, 2023391.7263781778 5439195.850859159))",40000.0,2748.3742093004166,429128.7026023809,0.08090508384181853,0.0006578635516714355,0.0001905457314321156,0.0005836493439618906,429.1287026023809,156.1391098600118
1825,1825,1825,65361,HADŽIĆI,Drozgometva,"POLYGON ((2023591.7263781778 5439195.850859159, 2023591.7263781778 5439395.850859159, 2023791.7263781778 5439395.850859159, 2023791.7263781778 5439195.850859159, 2023591.7263781778 5439195.850859159))",40000.0,2571.1465356025815,366730.2975554234,0.054436845371495214,0.0007451048476791746,0.00016826603560698048,0.0003171518032871281,366.7302975554234,142.63298200912357
1826,1826,1826,65362,HADŽIĆI,Drozgometva,"POLYGON ((2023791.7263781778 5439195.850859159, 2023791.7263781778 5439395.850859159, 2023991.7263781778 5439395.850859159, 2023991.7263781778 5439195.850859159, 2023791.7263781778 5439195.850859159))",40000.0,218.81050585474162,61698.365013210554,0.004269783045896925,0.00014448826273389908,2.4593779553044448e-05,3.381642553652089e-06,61.698365013210555,281.9716757757934
1827,1827,1827,65369,HADŽIĆI,Hadžići,"POLYGON ((2025191.7263781778 5439195.850859159, 2025191.7263781778 5439395.850859159, 2025391.7263781778 5439395.850859159, 2025391.7263781778 5439195.850859159, 2025191.7263781778 5439195.850859159))",40000.0,40.57626738040685,10731.134745833562,0.004418702542402055,1.7043409138459982e-07,5.68114163984683e-06,7.953601452001665e-06,10.731134745833563,264.4682578914425
1828,1828,1828,65372,HADŽIĆI,Hadžići,"POLYGON ((2025791.7263781778 5439195.850859159, 2025791.7263781778 5439395.850859159, 2025991.7263781778 5439395.850859159, 2025991.7263781778 5439195.850859159, 2025791.7263781778 5439195.850859159))",40000.0,623.2610446639057,82709.57458765077,0.020742190472216177,0.00016310131113822924,4.81151995955019e-05,0.00015102299564466167,82.70957458765078,132.7045469884164
1829,1829,1829,65373,HADŽIĆI,Hadžići,"POLYGON ((2025991.7263781778 5439195.850859159, 2025991.7263781778 5439395.850859159, 2026191.7263781778 5439395.850859159, 2026191.7263781778 5439195.850859159, 2025991.7263781778 5439195.850859159))",40000.0,635.5786642319273,101906.34006455733,0.007052341872979747,0.0002386492743259102,4.062120709468842e-05,5.5854124493487214e-06,101.90634006455733,160.33631366104348
1830,1830,1830,65374,HADŽIĆI,Hadžići,"POLYGON ((2026191.7263781778 5439195.850859159, 2026191.7263781778 5439395.850859159, 2026391.7263781778 5439395.850859159, 2026391.7263781778 5439195.850859159, 2026191.7263781778 5439195.850859159))",40000.0,1511.4850956637927,228597.291059645,0.02341170296567746,0.000489531799347507,9.475953661889265e-05,9.416031821616008e-05,228.59729105964504,151.24018868294092
1831,1831,1831,65375,HADŽIĆI,Hadžići,"POLYGON ((2026391.7263781778 5439195.850859159, 2026391.7263781778 5439395.850859159, 2026591.7263781778 5439395.850859159, 2026591.7263781778 5439195.850859159, 2026391.7263781778 5439195.850859159))",40000.0,2884.615541512119,384703.5439262575,0.03743280175839725,0.0008402229638988996,0.0001591274175743989,0.00013618512199750174,384.70354392625757,133.36388797399167
1832,1832,1832,65376,HADŽIĆI,Hadžići,"POLYGON ((2026591.7263781778 5439195.850859159, 2026591.7263781778 5439395.850859159, 2026791.7263781778 5439395.850859159, 2026791.7263781778 5439195.850859159, 2026591.7263781778 5439195.850859159))",40000.0,4581.657030793254,584221.4444920887,0.09370340996291085,0.001214306117634193,0.0002805999684090687,0.0005629723036857205,584.2214444920887,127.51313347235387
1833,1833,1833,65377,HADŽIĆI,Hadžići,"POLYGON ((2026791.7263781778 5439195.850859159, 2026791.7263781778 5439395.850859159, 2026991.7263781778 5439395.850859159, 2026991.7263781778 5439195.850859159, 2026791.7263781778 5439195.850859159))",40000.0,2738.0271337404606,381688.7227478692,0.05799003442605229,0.000596682190231275,0.0001531836089200465,0.0002828169571524779,381.6887227478692,139.40282696411356
1834,1834,1834,65378,HADŽIĆI,Hadžići,"POLYGON ((2026991.7263781778 5439195.850859159, 2026991.7263781778 5439395.850859159, 2027191.7263781778 5439395.850859159, 2027191.7263781778 5439195.850859159, 2026991.7263781778 5439195.850859159))",40000.0,4798.489599777636,497226.8629255928,0.1122397333855456,0.00041894013691758065,0.00019915285332988464,0.0003058889271586936,497.2268629255928,103.62153602430118
1835,1835,1835,65379,HADŽIĆI,Hadžići,"POLYGON ((2027191.7263781778 5439195.850859159, 2027191.7263781778 5439395.850859159, 2027391.7263781778 5439395.850859159, 2027391.7263781778 5439195.850859159, 2027191.7263781778 5439195.850859159))",40000.0,2710.1743181776174,396032.12956843094,0.12938515779312426,0.00031647971626992704,0.00020751857877199286,0.00042968214222101873,396.0321295684309,146.12791764432774
1836,1836,1836,65380,HADŽIĆI,Hadžići,"POLYGON ((2027391.7263781778 5439195.850859159, 2027391.7263781778 5439395.850859159, 2027591.7263781778 5439395.850859159, 2027591.7263781778 5439195.850859159, 2027391.7263781778 5439195.850859159))",40000.0,1710.8600840603738,220575.5754338589,0.04075195479833686,0.0003434980015343482,9.765568221823304e-05,6.315627919162398e-05,220.57557543385892,128.92671790574963
1837,1837,1837,65381,HADŽIĆI,Hadžići,"POLYGON ((2027591.7263781778 5439195.850859159, 2027591.7263781778 5439395.850859159, 2027791.7263781778 5439395.850859159, 2027791.7263781778 5439195.850859159, 2027591.7263781778 5439195.850859159))",40000.0,4121.45816303692,515749.3183508483,0.055409664891150574,0.0009967721139871185,0.00020288248086131516,0.0001268901706724324,515.7493183508483,125.13758430846606
1838,1838,1838,65382,HADŽIĆI,Donji Hadžići,"POLYGON ((2027791.7263781778 5439195.850859159, 2027791.7263781778 5439395.850859159, 2027991.7263781778 5439395.850859159, 2027991.7263781778 5439195.850859159, 2027791.7263781778 5439195.850859159))",40000.0,930.6963821566461,116142.62972864188,0.03105302122522307,0.00022510651715799306,6.950719510929188e-05,0.00023085982195225664,116.1426297286419,124.79110476341558
1839,1839,1839,65385,HADŽIĆI,Donji Hadžići,"POLYGON ((2028391.7263781778 5439195.850859159, 2028391.7263781778 5439395.850859159, 2028591.7263781778 5439395.850859159, 2028591.7263781778 5439195.850859159, 2028391.7263781778 5439195.850859159))",40000.0,327.4595830610882,61926.435694510255,0.003949140727582639,0.0001336378164619928,2.2746892625246896e-05,3.127695761401085e-06,61.92643569451025,189.11169163419402
1840,1840,1840,65386,HADŽIĆI,Donji Hadžići,"POLYGON ((2028591.7263781778 5439195.850859159, 2028591.7263781778 5439395.850859159, 2028791.7263781778 5439395.850859159, 2028791.7263781778 5439195.850859159, 2028591.7263781778 5439195.850859159))",40000.0,449.097299226549,71294.98902162803,0.022578498213826494,0.00011270392157313888,4.378796045330515e-05,0.00018058940637063036,71.29498902162804,158.75176525090384
1841,1841,1841,65387,HADŽIĆI,Donji Hadžići,"POLYGON ((2028791.7263781778 5439195.850859159, 2028791.7263781778 5439395.850859159, 2028991.7263781778 5439395.850859159, 2028991.7263781778 5439195.850859159, 2028791.7263781778 5439195.850859159))",40000.0,240.40272513911205,43725.36920537451,0.0030259771076383748,0.00010239821804889244,1.7429507100912733e-05,2.396555713386947e-06,43.72536920537451,181.88383338862852
1842,1842,1842,65388,HADŽIĆI,Donji Hadžići,"POLYGON ((2028991.7263781778 5439195.850859159, 2028991.7263781778 5439395.850859159, 2029191.7263781778 5439395.850859159, 2029191.7263781778 5439195.850859159, 2028991.7263781778 5439195.850859159))",40000.0,553.8565264470046,81404.39594972339,0.017061419569019166,0.00016735844081663145,4.3973954321992314e-05,0.0001159300444211532,81.4043959497234,146.97740671565873
1843,1843,1843,65389,HADŽIĆI,Donji Hadžići,"POLYGON ((2029191.7263781778 5439195.850859159, 2029191.7263781778 5439395.850859159, 2029391.7263781778 5439395.850859159, 2029391.7263781778 5439195.850859159, 2029191.7263781778 5439195.850859159))",40000.0,109.25906088482016,13497.83796413987,0.0009341064335044893,3.1609900159990535e-05,5.3804156927285186e-06,7.398066906969546e-07,13.497837964139869,123.53975821162474
1844,1844,1844,65390,HADŽIĆI,Donji Hadžići,"POLYGON ((2029391.7263781778 5439195.850859159, 2029391.7263781778 5439395.850859159, 2029591.7263781778 5439395.850859159, 2029591.7263781778 5439195.850859159, 2029391.7263781778 5439195.850859159))",40000.0,1239.4652103620665,123213.83804182554,0.011891165132713157,0.00018301087752426354,3.943791021154297e-05,6.421993281343747e-05,123.21383804182554,99.40887167444814
1845,1845,1845,65391,HADŽIĆI,Donji Hadžići,"POLYGON ((2029591.7263781778 5439195.850859159, 2029591.7263781778 5439395.850859159, 2029791.7263781778 5439395.850859159, 2029791.7263781778 5439195.850859159, 2029591.7263781778 5439195.850859159))",40000.0,279.4345452791689,25101.64660859286,0.0017371381736050423,5.878426939610602e-05,1.0005846394438098e-05,1.375803010666152e-06,25.10164660859286,89.83014817840463
1846,1846,1846,65398,ILIDŽA,Blažuj,"POLYGON ((2030991.7263781778 5439195.850859159, 2030991.7263781778 5439395.850859159, 2031191.7263781778 5439395.850859159, 2031191.7263781778 5439195.850859159, 2030991.7263781778 5439195.850859159))",40000.0,89.49014515543112,27917.394674322968,0.0019319996314410362,6.537832656806785e-05,1.112824059711511e-05,1.5301321161035119e-06,27.917394674322967,311.96054745284624
1847,1847,1847,65412,ILIDŽA,Vrelo Bosne,"POLYGON ((2033791.7263781778 5439195.850859159, 2033791.7263781778 5439395.850859159, 2033991.7263781778 5439395.850859159, 2033991.7263781778 5439195.850859159, 2033791.7263781778 5439195.850859159))",40000.0,2476.4386899551882,559260.0942177719,0.2302835682073178,8.882283958150754e-06,0.0002960764060854635,0.00041450713300791197,559.2600942177719,225.83240057030923
1848,1848,1848,65413,ILIDŽA,Vrelo Bosne,"POLYGON ((2033991.7263781778 5439195.850859159, 2033991.7263781778 5439395.850859159, 2034191.7263781778 5439395.850859159, 2034191.7263781778 5439195.850859159, 2033991.7263781778 5439195.850859159))",40000.0,5359.709655911358,512399.4566195981,0.13307047005042036,0.0008800741697644946,0.0002866568958760985,0.0010104208890608412,512.3994566195981,95.60209218692657
1849,1849,1849,65414,ILIDŽA,Vrelo Bosne,"POLYGON ((2034191.7263781778 5439195.850859159, 2034191.7263781778 5439395.850859159, 2034391.7263781778 5439395.850859159, 2034391.7263781778 5439195.850859159, 2034191.7263781778 5439195.850859159))",40000.0,2531.838276080128,302939.626446276,0.054657184940589805,0.0005616757943095448,0.0001442546278012784,0.0003650097787892913,302.93962644627595,119.6520446461125
1850,1850,1850,65415,ILIDŽA,Vrelo Bosne,"POLYGON ((2034391.7263781778 5439195.850859159, 2034391.7263781778 5439395.850859159, 2034591.7263781778 5439395.850859159, 2034591.7263781778 5439195.850859159, 2034391.7263781778 5439195.850859159))",40000.0,35.329806365889304,5832.598888281938,0.0004036400614727986,1.365906666102229e-05,2.3249506084808608e-06,3.196805068460876e-07,5.832598888281939,165.09003270148898
1851,1851,1851,65417,ILIDŽA,Vrelo Bosne,"POLYGON ((2034791.7263781778 5439195.850859159, 2034791.7263781778 5439395.850859159, 2034991.7263781778 5439395.850859159, 2034991.7263781778 5439195.850859159, 2034791.7263781778 5439195.850859159))",40000.0,1076.4288849728223,64751.39155623801,0.004481065159601247,0.0001516379903026615,2.5810756076696797e-05,3.5489767200132303e-06,64.75139155623802,60.15389633275482
1852,1852,1852,65418,ILIDŽA,Vrelo Bosne,"POLYGON ((2034991.7263781778 5439195.850859159, 2034991.7263781778 5439395.850859159, 2035191.7263781778 5439395.850859159, 2035191.7263781778 5439195.850859159, 2034991.7263781778 5439195.850859159))",40000.0,1005.7114114453982,112422.94737418077,0.04528130431738577,0.00018688853154966002,8.26333823824227e-05,0.00037195025519876654,112.42294737418078,111.78450010088646
