,level_0,index,grid_index,OPCINA,Mjesna_zaj,WKT,area,Gross_floor_A_heated_m2,total_heat_demand_kWh_realni_2021_schedule,CO2_emissions_realni_2021_schedule,PM2.5_emissions_realni_2021_schedule,NOx_emissions_realni_2021_schedule,SO2_emissions_realni_2021_schedule,total_heat_demand_MWh_realni_2021_schedule,total_heat_demand_kWh/m2_realni_2021_schedule
6967,6967,6967,82589,CENTAR,P Dolina Nahorevo,"POLYGON ((2048991.7263781778 5448995.850859159, 2048991.7263781778 5449195.850859159, 2049191.7263781778 5449195.850859159, 2049191.7263781778 5448995.850859159, 2048991.7263781778 5448995.850859159))",40000.0,8939.109379838987,1106428.8673333882,0.14498331746233742,0.0023869376417425025,0.0005014515350751979,0.0007441406521693576,1106.428867333388,123.77394887110303
6968,6968,6968,82590,CENTAR,P Dolina Nahorevo,"POLYGON ((2049191.7263781778 5448995.850859159, 2049191.7263781778 5449195.850859159, 2049391.7263781778 5449195.850859159, 2049391.7263781778 5448995.850859159, 2049191.7263781778 5448995.850859159))",40000.0,285.36602417667143,47564.71637612023,0.0032916758737799473,0.00011138938989946875,1.8959921365937544e-05,2.6069875419784757e-06,47.56471637612023,166.67967573698505
6969,6969,6969,82593,CENTAR,P Dolina Nahorevo,"POLYGON ((2049791.7263781778 5448995.850859159, 2049791.7263781778 5449195.850859159, 2049991.7263781778 5449195.850859159, 2049991.7263781778 5448995.850859159, 2049791.7263781778 5448995.850859159))",40000.0,719.6180949757302,136812.53796196016,0.013940213585553607,0.00031128451506189884,5.9045530682726666e-05,5.1120850753758916e-05,136.81253796196017,190.11825705490952
6970,6970,6970,82594,CENTAR,P Dolina Nahorevo,"POLYGON ((2049991.7263781778 5448995.850859159, 2049991.7263781778 5449195.850859159, 2050191.7263781778 5449195.850859159, 2050191.7263781778 5448995.850859159, 2049991.7263781778 5448995.850859159))",40000.0,2897.9700640328415,343273.57896517124,0.049026284707800453,0.00048669586669421476,0.00012718895211403023,0.00013130214933010912,343.2735789651713,118.4531142076287
6971,6971,6971,82595,CENTAR,P Dolina Nahorevo,"POLYGON ((2050191.7263781778 5448995.850859159, 2050191.7263781778 5449195.850859159, 2050391.7263781778 5449195.850859159, 2050391.7263781778 5448995.850859159, 2050191.7263781778 5448995.850859159))",40000.0,380.2452686281882,19778.790082419546,0.0013687744001674427,4.631894244483421e-05,7.884085793988463e-06,1.0840611122862136e-06,19.778790082419544,52.01587426393373
6972,6972,6972,82603,CENTAR,P Dolina Nahorevo,"POLYGON ((2051791.7263781778 5448995.850859159, 2051791.7263781778 5449195.850859159, 2051991.7263781778 5449195.850859159, 2051991.7263781778 5448995.850859159, 2051791.7263781778 5448995.850859159))",40000.0,544.9739403947092,74534.77936660202,0.0023251173217189985,7.868131913412081e-05,1.339258276840856e-05,1.8414789680975164e-06,74.53477936660202,136.76760270889025
6973,6973,6973,82604,CENTAR,P Dolina Nahorevo,"POLYGON ((2051991.7263781778 5448995.850859159, 2051991.7263781778 5449195.850859159, 2052191.7263781778 5449195.850859159, 2052191.7263781778 5448995.850859159, 2051991.7263781778 5448995.850859159))",40000.0,1360.4958263817093,206543.74690016528,0.05964043445474233,0.0003092773521413425,0.000117197348506188,0.0004741305442977398,206.54374690016527,151.81505367015808
6974,6974,6974,82605,CENTAR,P Dolina Nahorevo,"POLYGON ((2052191.7263781778 5448995.850859159, 2052191.7263781778 5449195.850859159, 2052391.7263781778 5449195.850859159, 2052391.7263781778 5448995.850859159, 2052191.7263781778 5448995.850859159))",40000.0,251.5206039794028,28424.74799825919,0.001967110588114823,6.656647151084094e-05,1.1330478303117854e-05,1.5579397831234112e-06,28.424747998259193,113.01160838730696
6975,6975,6975,82606,CENTAR,P Dolina Nahorevo,"POLYGON ((2052391.7263781778 5448995.850859159, 2052391.7263781778 5449195.850859159, 2052591.7263781778 5449195.850859159, 2052591.7263781778 5448995.850859159, 2052391.7263781778 5448995.850859159))",40000.0,515.1093029406148,99107.09138796016,0.034943592965586134,0.00017488539386289516,6.78292234168882e-05,0.00027937431040396266,99.10709138796015,192.40011939637958
6976,6976,6976,82607,CENTAR,P Dolina Nahorevo,"POLYGON ((2052591.7263781778 5448995.850859159, 2052591.7263781778 5449195.850859159, 2052791.7263781778 5449195.850859159, 2052791.7263781778 5448995.850859159, 2052591.7263781778 5448995.850859159))",40000.0,478.8519801877511,68659.3730424458,0.004751513705359572,0.00016078989336553036,2.7368528882322912e-05,3.7631703455625486e-06,68.6593730424458,143.3832914620619
6977,6977,6977,82808,ILIDŽA,Rakovica,"POLYGON ((2022991.7263781778 5449195.850859159, 2022991.7263781778 5449395.850859159, 2023191.7263781778 5449395.850859159, 2023191.7263781778 5449195.850859159, 2022991.7263781778 5449195.850859159))",40000.0,692.2628301557296,83032.07857970071,0.035043172558141614,9.929680072446517e-05,5.794567626825523e-05,0.000299177103974608,83.03207857970071,119.94299702762032
6978,6978,6978,82809,ILIDŽA,Rakovica,"POLYGON ((2023191.7263781778 5449195.850859159, 2023191.7263781778 5449395.850859159, 2023391.7263781778 5449395.850859159, 2023391.7263781778 5449195.850859159, 2023191.7263781778 5449195.850859159))",40000.0,268.2290883950674,33457.38442447144,0.014184272286025475,5.417549668493585e-05,2.530638066677411e-05,0.00011760349511415121,33.457384424471435,124.73436279659931
6979,6979,6979,82810,ILIDŽA,Rakovica,"POLYGON ((2023391.7263781778 5449195.850859159, 2023391.7263781778 5449395.850859159, 2023591.7263781778 5449395.850859159, 2023591.7263781778 5449195.850859159, 2023391.7263781778 5449195.850859159))",40000.0,245.8545867686991,16918.701495302375,0.0009175437472968763,3.104942349627705e-05,5.2850152826801145e-06,7.266891425966422e-07,16.918701495302376,68.8158871374629
6980,6980,6980,82813,ILIDŽA,Rakovica,"POLYGON ((2023991.7263781778 5449195.850859159, 2023991.7263781778 5449395.850859159, 2024191.7263781778 5449395.850859159, 2024191.7263781778 5449195.850859159, 2023991.7263781778 5449195.850859159))",40000.0,88.52086770438342,10158.861709854167,0.006317275348984944,1.2354439294252463e-05,9.711444951691596e-06,5.531839967987067e-05,10.158861709854166,114.76233766460375
6981,6981,6981,82825,ILIDŽA,Rakovica,"POLYGON ((2026391.7263781778 5449195.850859159, 2026391.7263781778 5449395.850859159, 2026591.7263781778 5449395.850859159, 2026591.7263781778 5449195.850859159, 2026391.7263781778 5449195.850859159))",40000.0,422.2512769421559,41149.433709168516,0.0015847588050376463,5.362779423000854e-05,9.128147326664641e-06,1.2551194650369857e-06,41.14943370916852,97.45247902425068
6982,6982,6982,82826,ILIDŽA,Rakovica,"POLYGON ((2026591.7263781778 5449195.850859159, 2026591.7263781778 5449395.850859159, 2026791.7263781778 5449395.850859159, 2026791.7263781778 5449195.850859159, 2026591.7263781778 5449195.850859159))",40000.0,379.4063030400288,61820.057526859164,0.0034195435678931567,0.0001157163968653054,1.9696434169321865e-05,2.7082579885099727e-06,61.82005752685916,162.93893125000855
6983,6983,6983,82827,ILIDŽA,Rakovica,"POLYGON ((2026791.7263781778 5449195.850859159, 2026791.7263781778 5449395.850859159, 2026991.7263781778 5449395.850859159, 2026991.7263781778 5449195.850859159, 2026791.7263781778 5449195.850859159))",40000.0,626.7434111570165,82164.2917537905,0.004513213020736,0.00015272586492206042,2.5995926470918525e-05,3.5744376331447872e-06,82.16429175379051,131.09717675708615
6984,6984,6984,82829,ILIDŽA,Rakovica,"POLYGON ((2027191.7263781778 5449195.850859159, 2027191.7263781778 5449395.850859159, 2027391.7263781778 5449395.850859159, 2027391.7263781778 5449195.850859159, 2027191.7263781778 5449195.850859159))",40000.0,169.84598135116363,32648.13768869764,0.007262402823678652,6.626598012145355e-05,1.805954379556144e-05,5.058911052594419e-05,32.64813768869764,192.22202037972426
6985,6985,6985,82834,ILIDŽA,Rakovica,"POLYGON ((2028191.7263781778 5449195.850859159, 2028191.7263781778 5449395.850859159, 2028391.7263781778 5449395.850859159, 2028391.7263781778 5449195.850859159, 2028191.7263781778 5449195.850859159))",40000.0,293.4960014643081,35981.89890197276,0.007928152943474447,4.2740715378044306e-05,1.579490826562518e-05,6.262076364559367e-05,35.98189890197276,122.59757789698031
6986,6986,6986,82835,ILIDŽA,Rakovica,"POLYGON ((2028391.7263781778 5449195.850859159, 2028391.7263781778 5449395.850859159, 2028591.7263781778 5449395.850859159, 2028591.7263781778 5449195.850859159, 2028391.7263781778 5449195.850859159))",40000.0,685.8700934848448,104746.43946622038,0.007248888544375115,0.0002453003586528614,4.175330806005888e-05,5.741076233813824e-06,104.74643946622038,152.7205231154096
6987,6987,6987,82836,ILIDŽA,Rakovica,"POLYGON ((2028591.7263781778 5449195.850859159, 2028591.7263781778 5449395.850859159, 2028791.7263781778 5449395.850859159, 2028791.7263781778 5449195.850859159, 2028591.7263781778 5449195.850859159))",40000.0,166.05053511784817,42853.879798664704,0.0029656664220529213,0.00010035732133567269,1.7082119964367945e-05,2.3487900122673812e-06,42.85387979866471,258.0773363256599
6988,6988,6988,82852,ILIDŽA,Blažuj,"POLYGON ((2031791.7263781778 5449195.850859159, 2031791.7263781778 5449395.850859159, 2031991.7263781778 5449395.850859159, 2031991.7263781778 5449195.850859159, 2031791.7263781778 5449195.850859159))",40000.0,123.7259992033655,18247.77455475844,0.0012628217684953942,4.2733535055788953e-05,7.27380287366273e-06,1.0001472637177412e-06,18.247774554758443,147.48536825121943
6989,6989,6989,82862,NOVI GRAD,Dobroševići,"POLYGON ((2033791.7263781778 5449195.850859159, 2033791.7263781778 5449395.850859159, 2033991.7263781778 5449395.850859159, 2033991.7263781778 5449195.850859159, 2033791.7263781778 5449195.850859159))",40000.0,432.83114750373346,54887.873575552854,0.011850003874747517,0.00011213832082532505,2.99990416096454e-05,8.154347325296723e-05,54.88787357555285,126.81128401250146
6990,6990,6990,82863,NOVI GRAD,Dobroševići,"POLYGON ((2033991.7263781778 5449195.850859159, 2033991.7263781778 5449395.850859159, 2034191.7263781778 5449395.850859159, 2034191.7263781778 5449195.850859159, 2033991.7263781778 5449195.850859159))",40000.0,207.09323407499656,25155.739426846307,0.008136649789549193,4.5882908730811004e-05,1.6477572736841865e-05,6.376343627295493e-05,25.155739426846306,121.47060013431646
6991,6991,6991,82866,NOVI GRAD,Dobroševići,"POLYGON ((2034591.7263781778 5449195.850859159, 2034591.7263781778 5449395.850859159, 2034791.7263781778 5449395.850859159, 2034791.7263781778 5449195.850859159, 2034591.7263781778 5449195.850859159))",40000.0,371.50942540219376,49781.26429302176,0.023411894432850487,7.590823265870187e-05,3.998010876884859e-05,0.00019748595797829818,49.78126429302176,133.99731174822517
6992,6992,6992,82867,NOVI GRAD,Dobroševići,"POLYGON ((2034791.7263781778 5449195.850859159, 2034791.7263781778 5449395.850859159, 2034991.7263781778 5449395.850859159, 2034991.7263781778 5449195.850859159, 2034791.7263781778 5449195.850859159))",40000.0,136.9788185835813,26350.588218117184,0.011061071219580845,4.2892517392465055e-05,1.9819757072230618e-05,9.154734171569251e-05,26.35058821811718,192.3698020657016
6993,6993,6993,82868,NOVI GRAD,Dobroševići,"POLYGON ((2034991.7263781778 5449195.850859159, 2034991.7263781778 5449395.850859159, 2035191.7263781778 5449395.850859159, 2035191.7263781778 5449195.850859159, 2034991.7263781778 5449195.850859159))",40000.0,111.0919162027715,19744.32142336073,0.0008644607177057028,2.925310863816002e-05,4.979259155556138e-06,6.846477016586104e-07,19.744321423360727,177.72959634004542
6994,6994,6994,82873,NOVI GRAD,Dobroševići,"POLYGON ((2035991.7263781778 5449195.850859159, 2035991.7263781778 5449395.850859159, 2036191.7263781778 5449395.850859159, 2036191.7263781778 5449195.850859159, 2035991.7263781778 5449195.850859159))",40000.0,21.91544849889368,6056.762621603673,0.00041915312260233043,1.4184024305988532e-05,2.4143052200645187e-06,3.319667581823101e-07,6.056762621603673,276.36954917484013
6995,6995,6995,82874,NOVI GRAD,Dobroševići,"POLYGON ((2036191.7263781778 5449195.850859159, 2036191.7263781778 5449395.850859159, 2036391.7263781778 5449395.850859159, 2036391.7263781778 5449195.850859159, 2036191.7263781778 5449195.850859159))",40000.0,735.5574389142903,63895.73932812465,0.004421850472534579,0.0001496341818724378,2.5469681847780267e-05,3.5020790431445506e-06,63.89573932812465,86.86709690875685
6996,6996,6996,82875,NOVI GRAD,Dobroševići,"POLYGON ((2036391.7263781778 5449195.850859159, 2036391.7263781778 5449395.850859159, 2036591.7263781778 5449395.850859159, 2036591.7263781778 5449195.850859159, 2036391.7263781778 5449195.850859159))",40000.0,1545.6119522340305,228877.0060203834,0.048604150158037096,0.000469254021684283,0.00012427696090325588,0.00033213529545395834,228.87700602038336,148.08180390269635
6997,6997,6997,82876,NOVI GRAD,Dobroševići,"POLYGON ((2036591.7263781778 5449195.850859159, 2036591.7263781778 5449395.850859159, 2036791.7263781778 5449395.850859159, 2036791.7263781778 5449195.850859159, 2036591.7263781778 5449195.850859159))",40000.0,1261.1679998554337,172485.8189525306,0.03249823865556997,0.0003620524388099285,8.949149496762923e-05,0.00021001184184263883,172.4858189525306,136.76672653627625
6998,6998,6998,82879,NOVI GRAD,Dobroševići,"POLYGON ((2037191.7263781778 5449195.850859159, 2037191.7263781778 5449395.850859159, 2037391.7263781778 5449395.850859159, 2037391.7263781778 5449195.850859159, 2037191.7263781778 5449195.850859159))",40000.0,848.6133060649364,153446.92983102537,0.03697907577440792,0.00028361342696088895,8.483091324701538e-05,0.00027103233626087173,153.44692983102536,180.820791677857
6999,6999,6999,82880,NOVI GRAD,Dobroševići,"POLYGON ((2037391.7263781778 5449195.850859159, 2037391.7263781778 5449395.850859159, 2037591.7263781778 5449395.850859159, 2037591.7263781778 5449195.850859159, 2037391.7263781778 5449195.850859159))",40000.0,590.3084578480415,95802.95511165739,0.017829949599549335,0.00018272276616506676,4.699117805392027e-05,0.00011919723409419881,95.80295511165738,162.2930416089671
7000,7000,7000,82882,NOVI GRAD,Dobroševići,"POLYGON ((2037791.7263781778 5449195.850859159, 2037791.7263781778 5449395.850859159, 2037991.7263781778 5449395.850859159, 2037991.7263781778 5449195.850859159, 2037791.7263781778 5449195.850859159))",40000.0,265.03661373137527,46040.53601798046,0.009208663424857063,9.555235743322603e-05,2.4426051331763614e-05,6.126691858846824e-05,46.040536017980465,173.7138705848555
7001,7001,7001,82883,NOVI GRAD,Dobroševići,"POLYGON ((2037991.7263781778 5449195.850859159, 2037991.7263781778 5449395.850859159, 2038191.7263781778 5449395.850859159, 2038191.7263781778 5449195.850859159, 2037991.7263781778 5449195.850859159))",40000.0,1071.0331359182794,172562.69144286297,0.032804677345945894,0.000361619090279361,8.982581716595063e-05,0.00021295318417168335,172.56269144286296,161.11797633124735
7002,7002,7002,82884,NOVI GRAD,Dobroševići,"POLYGON ((2038191.7263781778 5449195.850859159, 2038191.7263781778 5449395.850859159, 2038391.7263781778 5449395.850859159, 2038391.7263781778 5449195.850859159, 2038191.7263781778 5449195.850859159))",40000.0,414.6009631479559,43740.4686154559,0.008596061168857857,9.108956943825925e-05,2.3051929771178014e-05,5.671809193801359e-05,43.740468615455896,105.50016160924
7003,7003,7003,82885,NOVI GRAD,Dobroševići,"POLYGON ((2038391.7263781778 5449195.850859159, 2038391.7263781778 5449395.850859159, 2038591.7263781778 5449395.850859159, 2038591.7263781778 5449195.850859159, 2038391.7263781778 5449195.850859159))",40000.0,1012.4966223021407,130150.7832477669,0.04394408339741881,0.00019921425148847357,8.255644014508089e-05,0.00035650837646210385,130.1507832477669,128.54441227847218
7004,7004,7004,82886,NOVI GRAD,Dobroševići,"POLYGON ((2038591.7263781778 5449195.850859159, 2038591.7263781778 5449395.850859159, 2038791.7263781778 5449395.850859159, 2038791.7263781778 5449195.850859159, 2038591.7263781778 5449195.850859159))",40000.0,436.1185535817304,63317.676499549634,0.014921059496330737,7.144320297691591e-05,2.8535109071955424e-05,0.00012010174784271261,63.317676499549634,145.18455126372797
7005,7005,7005,82887,VOGOŠĆA,Vogošća I,"POLYGON ((2038791.7263781778 5449195.850859159, 2038791.7263781778 5449395.850859159, 2038991.7263781778 5449395.850859159, 2038991.7263781778 5449195.850859159, 2038791.7263781778 5449195.850859159))",40000.0,31.769215650956017,7268.058252569166,0.0005029798098663784,1.7020695931531478e-05,2.8971435856379443e-06,3.983569915353124e-07,7.268058252569166,228.77676088771966
7006,7006,7006,82891,VOGOŠĆA,Vogošća I,"POLYGON ((2039591.7263781778 5449195.850859159, 2039591.7263781778 5449395.850859159, 2039791.7263781778 5449395.850859159, 2039791.7263781778 5449195.850859159, 2039591.7263781778 5449195.850859159))",40000.0,1353.549450980754,228817.8671816581,0.05754399380429825,0.00045089692760255906,0.00013327339194222235,0.00041937169227867116,228.8178671816581,169.05024564552215
7007,7007,7007,82892,VOGOŠĆA,Vogošća I,"POLYGON ((2039791.7263781778 5449195.850859159, 2039791.7263781778 5449395.850859159, 2039991.7263781778 5449395.850859159, 2039991.7263781778 5449195.850859159, 2039791.7263781778 5449195.850859159))",40000.0,328.42619230166633,54330.471451524165,0.003759894218098559,0.00012723376757007416,2.165684030047897e-05,2.97781366136875e-06,54.33047145152416,165.4267312566243
7008,7008,7008,82897,VOGOŠĆA,Vogošća I,"POLYGON ((2040791.7263781778 5449195.850859159, 2040791.7263781778 5449395.850859159, 2040991.7263781778 5449395.850859159, 2040991.7263781778 5449195.850859159, 2040791.7263781778 5449195.850859159))",40000.0,99.99937662421678,18969.296207809894,0.011796032935949009,2.3069023395284024e-05,1.813385014541383e-05,0.00010329416220437422,18.969296207809894,189.69414458545847
7009,7009,7009,82898,VOGOŠĆA,Vogošća I,"POLYGON ((2040991.7263781778 5449195.850859159, 2040991.7263781778 5449395.850859159, 2041191.7263781778 5449395.850859159, 2041191.7263781778 5449195.850859159, 2040991.7263781778 5449195.850859159))",40000.0,1488.8548596488108,146894.1760254508,0.03736940074437442,0.0002479431281974564,8.06057377353725e-05,0.00028355147518534045,146.89417602545083,98.66252245709164
7010,7010,7010,82899,VOGOŠĆA,Vogošća I,"POLYGON ((2041191.7263781778 5449195.850859159, 2041191.7263781778 5449395.850859159, 2041391.7263781778 5449395.850859159, 2041391.7263781778 5449195.850859159, 2041191.7263781778 5449195.850859159))",40000.0,3769.5067369280646,475841.9277110434,0.09030107682075329,0.0009306441135176175,0.00023868307459225526,0.0006023762577494148,475.8419277110434,126.23453436213454
7011,7011,7011,82900,VOGOŠĆA,Vogošća I,"POLYGON ((2041391.7263781778 5449195.850859159, 2041391.7263781778 5449395.850859159, 2041591.7263781778 5449395.850859159, 2041591.7263781778 5449195.850859159, 2041391.7263781778 5449195.850859159))",40000.0,2941.16780719907,317975.22972610674,0.06346004265051199,0.000614245286841406,0.0001624693612220026,0.0004332621295568176,317.97522972610676,108.1118965561236
7012,7012,7012,82901,VOGOŠĆA,Vogošća I,"POLYGON ((2041591.7263781778 5449195.850859159, 2041591.7263781778 5449395.850859159, 2041791.7263781778 5449395.850859159, 2041791.7263781778 5449195.850859159, 2041591.7263781778 5449195.850859159))",40000.0,2319.46700721113,228134.08676549577,0.05664508096274427,0.0004165035697815554,0.00012756932661156563,0.0004196525703130105,228.13408676549577,98.35625428438345
7013,7013,7013,82902,VOGOŠĆA,Vogošća I,"POLYGON ((2041791.7263781778 5449195.850859159, 2041791.7263781778 5449395.850859159, 2041991.7263781778 5449395.850859159, 2041991.7263781778 5449195.850859159, 2041791.7263781778 5449195.850859159))",40000.0,338.16563535620037,63325.089033736345,0.021402975528612162,0.00011362718687383535,4.240759005795245e-05,0.00016949081488223407,63.32508903373635,187.26056823317975
7014,7014,7014,82903,VOGOŠĆA,Vogošća I,"POLYGON ((2041991.7263781778 5449195.850859159, 2041991.7263781778 5449395.850859159, 2042191.7263781778 5449395.850859159, 2042191.7263781778 5449195.850859159, 2041991.7263781778 5449195.850859159))",40000.0,673.0471213945186,101986.47641186569,0.03101548730016032,0.00019003584249444464,6.48145097550135e-05,0.00023927352690771058,101.9864764118657,151.52947419276532
7015,7015,7015,82904,VOGOŠĆA,Vogošća I,"POLYGON ((2042191.7263781778 5449195.850859159, 2042191.7263781778 5449395.850859159, 2042391.7263781778 5449395.850859159, 2042391.7263781778 5449195.850859159, 2042191.7263781778 5449195.850859159))",40000.0,79.72343856265778,13565.281571609026,0.0009387738111840159,3.176784291379996e-05,5.407299601467483e-06,7.435032258148733e-07,13.565281571609026,170.1542459304178
7016,7016,7016,82905,VOGOŠĆA,Vogošća I,"POLYGON ((2042391.7263781778 5449195.850859159, 2042391.7263781778 5449395.850859159, 2042591.7263781778 5449395.850859159, 2042591.7263781778 5449195.850859159, 2042391.7263781778 5449195.850859159))",40000.0,1076.0947893487992,152849.43116311234,0.015371356646915415,0.0003481859707665688,6.57621035000199e-05,5.513402764286476e-05,152.84943116311237,142.04086171220052
7017,7017,7017,82906,VOGOŠĆA,Vogošća I,"POLYGON ((2042591.7263781778 5449195.850859159, 2042591.7263781778 5449395.850859159, 2042791.7263781778 5449395.850859159, 2042791.7263781778 5449195.850859159, 2042591.7263781778 5449195.850859159))",40000.0,1989.8711976396667,247222.80043363362,0.04271720440699959,0.0004409604095268906,0.00011300463766371602,0.00028477701725849704,247.2228004336336,124.24060448077385
7018,7018,7018,82907,VOGOŠĆA,Vogošća I,"POLYGON ((2042791.7263781778 5449195.850859159, 2042791.7263781778 5449395.850859159, 2042991.7263781778 5449395.850859159, 2042991.7263781778 5449195.850859159, 2042791.7263781778 5449195.850859159))",40000.0,2194.6279717226207,200093.88323963463,0.04196771276841668,0.0003302104616028856,9.737902433664765e-05,0.0003055133321414287,200.09388323963464,91.17439758255506
7019,7019,7019,82908,VOGOŠĆA,Vogošća I,"POLYGON ((2042991.7263781778 5449195.850859159, 2042991.7263781778 5449395.850859159, 2043191.7263781778 5449395.850859159, 2043191.7263781778 5449195.850859159, 2042991.7263781778 5449195.850859159))",40000.0,1800.4175051328798,231563.85677984616,0.018224033921812006,0.00033886336256613424,6.817394965454364e-05,8.383644158009751e-05,231.56385677984616,128.61675479141468
7020,7020,7020,82909,VOGOŠĆA,Vogošća I,"POLYGON ((2043191.7263781778 5449195.850859159, 2043191.7263781778 5449395.850859159, 2043391.7263781778 5449395.850859159, 2043391.7263781778 5449195.850859159, 2043191.7263781778 5449195.850859159))",40000.0,209.24350830861368,16879.858670718713,0.010496718837253652,2.0528007487361406e-05,1.6136435651447815e-05,9.191647599462722e-05,16.879858670718715,80.670883446585
7021,7021,7021,82911,VOGOŠĆA,Vogošća I,"POLYGON ((2043591.7263781778 5449195.850859159, 2043591.7263781778 5449395.850859159, 2043791.7263781778 5449395.850859159, 2043791.7263781778 5449195.850859159, 2043591.7263781778 5449195.850859159))",40000.0,1727.875845906073,221196.91110820835,0.023498315677890156,0.00038360429588794133,8.084137529213554e-05,0.00012142194154590243,221.19691110820833,128.01666950336696
7022,7022,7022,82912,VOGOŠĆA,Hotonj,"POLYGON ((2043791.7263781778 5449195.850859159, 2043791.7263781778 5449395.850859159, 2043991.7263781778 5449395.850859159, 2043991.7263781778 5449195.850859159, 2043791.7263781778 5449195.850859159))",40000.0,6608.624091762666,615754.0304244028,0.1015104433204023,0.00104161537717558,0.00026770863948118954,0.0006782884345297874,615.7540304244028,93.17431614727653
7023,7023,7023,82913,VOGOŠĆA,Hotonj,"POLYGON ((2043991.7263781778 5449195.850859159, 2043991.7263781778 5449395.850859159, 2044191.7263781778 5449395.850859159, 2044191.7263781778 5449195.850859159, 2043991.7263781778 5449195.850859159))",40000.0,6658.064430198893,670042.3595556761,0.1237641156380501,0.0013005323521719425,0.00033044561492110786,0.0008193504869999513,670.0423595556762,100.63620840263636
7024,7024,7024,82914,VOGOŠĆA,Hotonj,"POLYGON ((2044191.7263781778 5449195.850859159, 2044191.7263781778 5449395.850859159, 2044391.7263781778 5449395.850859159, 2044391.7263781778 5449195.850859159, 2044191.7263781778 5449195.850859159))",40000.0,1241.418715554527,171657.25549279564,0.03765824897849499,0.0003494844412496029,9.44229426441473e-05,0.00026085674629587434,171.65725549279563,138.27506653636874
7025,7025,7025,82915,VOGOŠĆA,Hotonj,"POLYGON ((2044391.7263781778 5449195.850859159, 2044391.7263781778 5449395.850859159, 2044591.7263781778 5449395.850859159, 2044591.7263781778 5449195.850859159, 2044391.7263781778 5449195.850859159))",40000.0,5519.231399882336,580052.4493234616,0.04523548883601656,0.0012083110315764117,0.00021785045119863491,0.00011637360562865335,580.0524493234616,105.09659901844806
7026,7026,7026,82916,VOGOŠĆA,Hotonj,"POLYGON ((2044591.7263781778 5449195.850859159, 2044591.7263781778 5449395.850859159, 2044791.7263781778 5449395.850859159, 2044791.7263781778 5449195.850859159, 2044591.7263781778 5449195.850859159))",40000.0,5688.156440413081,597186.0440289234,0.1148680593942178,0.0011016293596140363,0.00029273156280083535,0.0007867908527770844,597.1860440289233,104.98762653327357
7027,7027,7027,82917,VOGOŠĆA,Hotonj,"POLYGON ((2044791.7263781778 5449195.850859159, 2044791.7263781778 5449395.850859159, 2044991.7263781778 5449395.850859159, 2044991.7263781778 5449195.850859159, 2044791.7263781778 5449195.850859159))",40000.0,3993.419569069237,494569.32903304335,0.1474594694030477,0.0005452900452316641,0.00026093565845315486,0.0005082517320721574,494.56932903304335,123.84607238961237
7028,7028,7028,82918,VOGOŠĆA,Hotonj,"POLYGON ((2044991.7263781778 5449195.850859159, 2044991.7263781778 5449395.850859159, 2045191.7263781778 5449395.850859159, 2045191.7263781778 5449195.850859159, 2044991.7263781778 5449195.850859159))",40000.0,12251.116233881075,1518198.9073242163,0.5633741602283927,0.0004767543621953872,0.0007845465323607051,0.001055707613957123,1518.1989073242162,123.9233126468559
7029,7029,7029,82919,VOGOŠĆA,Hotonj,"POLYGON ((2045191.7263781778 5449195.850859159, 2045191.7263781778 5449395.850859159, 2045391.7263781778 5449395.850859159, 2045391.7263781778 5449195.850859159, 2045191.7263781778 5449195.850859159))",40000.0,7072.438529374343,684414.6877366304,0.12180497113117256,0.0012578723907072866,0.00032229146112340855,0.000811894308517927,684.4146877366304,96.77209422096972
7030,7030,7030,82920,VOGOŠĆA,Hotonj,"POLYGON ((2045391.7263781778 5449195.850859159, 2045391.7263781778 5449395.850859159, 2045591.7263781778 5449395.850859159, 2045591.7263781778 5449195.850859159, 2045391.7263781778 5449195.850859159))",40000.0,6865.90262062135,632662.0115883354,0.10307050492233324,0.0011226344108425496,0.00028043287074627717,0.0006724728449356469,632.6620115883354,92.14549732881017
7031,7031,7031,82921,VOGOŠĆA,Hotonj,"POLYGON ((2045591.7263781778 5449195.850859159, 2045591.7263781778 5449395.850859159, 2045791.7263781778 5449395.850859159, 2045791.7263781778 5449195.850859159, 2045591.7263781778 5449195.850859159))",40000.0,6292.997375680664,482247.85682753474,0.05851909917849166,0.0009689536934312848,0.00020313049467293352,0.000298975289529076,482.2478568275347,76.63245795893468
7032,7032,7032,82922,VOGOŠĆA,Hotonj,"POLYGON ((2045791.7263781778 5449195.850859159, 2045791.7263781778 5449395.850859159, 2045991.7263781778 5449395.850859159, 2045991.7263781778 5449195.850859159, 2045791.7263781778 5449195.850859159))",40000.0,8576.661724820407,798535.950971475,0.15958393408893154,0.0016575492675717008,0.0004235161193519316,0.0010613289256479327,798.535950971475,93.10568337568381
7033,7033,7033,82923,VOGOŠĆA,Hotonj,"POLYGON ((2045991.7263781778 5449195.850859159, 2045991.7263781778 5449395.850859159, 2046191.7263781778 5449395.850859159, 2046191.7263781778 5449195.850859159, 2045991.7263781778 5449195.850859159))",40000.0,7094.697366903826,765486.4585562072,0.27205310414183914,0.0012396814258721015,0.0005119603656801074,0.0021444530114162878,765.4864585562073,107.89557594480887
